Title,Content
IMPHAL-Aug-14-Stating-the-staff-of-National-Highway-37-Development-Committee-NHDC-are-executing-their-duties-smoothly-NHDC-has-appealed-the-National-Highway-37-Surveillance-Committee-NHSC-,"IMPHAL, Aug 14: Stating the staff of National Highway 37 Development Committee (NHDC) are executing their duties smoothly, NHDC has appealed the National Highway 37 Surveillance Committee (NHSC), Noney District not to interfere in compensation issue within Kangpokpi District.A press release issued by NHDC also said that the maintenance and repairing works along NH-37 (Imphal-Jiribam) road, which passes through New Keithelmanbi to Charoipandongba, was carried out by M/S HVS."
JERUSALEM-Oct-12-Palestinians-lined-up-outside-bakeries-and-grocery-stores-in-Gaza-on-Thursday-after-spendi,"JERUSALEM, Oct 12 : Palestinians lined up outside bakeries and grocery stores in Gaza on Thursday after spending the night surrounded by the ruins of pulverized neighborhoods darkened by a near-total power outage. Israel launched new airstrikes and said it was preparing for a possible ground invasion.International aid groups warned that the death toll in Gaza could mount after Israel stopped all deliveries of food, water, fuel and electricity and the tiny enclave’s crossing with Egypt closed. The war — which was ignited by a bloody and wide-ranging assault on Israel by Hamas militants — has already claimed at least 2,500 lives on both sides.Lt. Col. Richard Hecht, an Israeli military spokesman, told reporters Thursday that forces “are preparing for a ground maneuver if decided,” but that political leaders have not yet ordered one. A ground offensive in Gaza, whose 2.3 million residents are densely packed into a sliver of land only 40 kilometers (25 miles) long, would likely bring even higher casualties on both sides in brutal house-to-house fighting.As Israel pounds Gaza, Hamas fighters have fired thousands of rockets into Israel since their weekend assault. Militants in the territory are also holding an estimated 150 people taken hostage from Israel.Already, Palestinians fleeing airstrikes could be seen running through the streets, carrying their belongings and looking for a safe place. Tens of thousands have crowded into UN-run schools while others are staying with relatives or even strangers who let them in.Lines formed outside bakeries and grocery stores during the few hours they dared open, as people tried to stock on food before shelves were emptied. On Wednesday, Gaza’s only power station ran out of fuel and shut down, leaving only lights powered by scattered private generators.A senior official with the International Committee of the Red Cross warned that a lack of electricity could cripple hospitals.“As Gaza loses power, hospitals lose power, putting newborns in incubators and elderly patients on oxygen at risk. Kidney dialysis stops, and X-rays can’t be taken,” said Fabrizio Carboni, ICRC’s regional director. “Without electricity, hospitals risk turning into morgues.”Israel’s Energy Minister Israel Katz said nothing would be allowed into Gaza until the captives were released. “Not a single electricity switch will be flipped on, not a single faucet will be turned on, and not a single fuel truck will enter until the Israeli hostages are returned home,” he tweeted.After Hamas militants stormed through a border fence Saturday and massacred hundreds of Israelis in their homes, on the streets and at an outdoor music festival, Israeli Prime Minister Benjamin Netanyahu vowed to “crush and destroy” the group, which has governed Gaza since 2007.“Every Hamas member is a dead man,” Netanyahu said in a televised address late Wednesday.The Israeli government is under intense public pressure to topple the militant group rather than continuing to try to bottle it up in Gaza after four previous conflicts ended with Hamas still firmly in charge of the territory. Israel has mobilized 360,000 reservists, massed additional forces near Gaza and evacuated tens of thousands of residents from nearby communities.Netanyahu now has the backing of a new war Cabinet that includes a longtime opposition politician. The US has also pledged unwavering support, and Secretary of State Antony Blinken arrived in Tel Aviv on Thursday to meet with Netanyahu and other Israeli leaders. He plans to meet Friday with Palestinian President Mahmoud Abbas and Jordan’s King Abdullah II.The Israeli military said overnight strikes targeted Hamas’ elite Nukhba forces, including command centers used by the fighters who attacked Israel on Saturday, and the home of a senior Hamas naval operative that it said was used to store unspecified weapons. AP"
IMPHAL-Mar-20-The-Government-has-directed-all-transport-contractors-appointed-for-lifting-of-NFSA-rice-in-th,"IMPHAL, Mar 20: The Government has directed all transport contractors appointed for lifting of NFSA rice in the State to resume lifting of allocated quota of NFSA rice in coordination with respective district officials within one day.A notice issued by CAF&PD Joint Secretary Robertson Asem said that failure to lift the allocated quota of rice within one day would lead to cancellation of their appointment orders without any further notice."
Mungchan-ZimikUkhrul-Mar-20-The-All-Tribal-Students-Union-Manipur-ATSUM-has-seriously-viewed-the-news,"Mungchan ZimikUkhrul, Mar 20 : The All Tribal Students Union Manipur ( ATSUM) has seriously viewed the news item that appeared in The Sangai Express in a matter related to the ""tribal people's mandate""According to a statement issued by Lovejoy Shimrah speaker assembly affairs of ATSUM, some of its ex-functionaries have misused the Union's name to create misunderstanding among tribal communities on vested interest.ATSUM asked every media house concerned in the State to refrain from publishing any news item related to the Union by authenticating the source first in future.ATSUM does not have anything to say about ITLF or CoTU, Lovejoy said, terming the news item  baseless.Lovejoy, meanwhile, said that the general assembly of ATSUM will be convened as soon as the situation allows.During these pendency periods, nobody should make a statement in the name of ATSUM, he said and added that any emergency work of the organisation will be executed through its assembly affairs in consultation with senior leaders."
By-Our-Staff-ReporterIMPHAL-Mar-19-Although-the-Naga-People-s-Front-NPF-held-a-marathon-meeting-to-decid,"By Our Staff ReporterIMPHAL, Mar 19: Although the Naga People’s Front (NPF) held a marathon meeting to decide its candidate for the Outer Manipur Parliamentary Constituency, the party was unable to come to a consensus till this evening. A meeting of NPF core committee was held at Kohima yesterday and the meeting deliberated on who should be given the party’s ticket.The meeting held at the NPF central office was also participated by NPF central president Apong Pongyer and NPF MLA in Nagaland State Assembly Azo Neiyo.As intense debates erupted in the course of the meeting on who should be given the NPF ticket, the gathering could not arrive at any decision, sources said.Following the heated debates, the core committee was dissolved immediately yesterday.As invited by the NPF central office, NPF Manipur State unit president Awang-bow Newmai, and other NPF MLAs of Manipur namely; Leishiyo Keishing, Khasim Vashum and Ram Muivah went to Kohima today.But Losii Dikho did not go for the meeting.Together with NPF Central president Apong Pongyer and Nagaland MLA Azo Neiyo, the NPF MLAs from Manipur resumed the meeting on who should fight the Lok Sabha election in Outer Manipur PC on NPF ticket.The meeting went on till  evening but it could not arrive at any concrete decision.It is said that the meeting would resume tomorrow and the party may take a concrete decision on who should be its candidate in Outer Manipur PC.Former UNC president S Kho John, sitting MP Dr Lorho S Pfoze, Kachui Timothy Zimik and former MLA Samuel Risom are in the race for the NPF ticket to fight the Lok Sabha election in Outer Manipur PC."
New-Delhi-Feb-1There-will-be-no-change-to-income-tax-slabs-which-have-been-reduced-and-rationalised-in-th,"New Delhi, Feb 1There will be no change to income tax slabs, which have been reduced and rationalised, in the 2024 interim Budget, Union Finance Minister Nirmala Sitharaman said Thursday morning, as she read out a statement of the country's finances in a special session of Parliament. ""I propose to retain the same tax rates for direct and indirect taxes, including import duties,"" Ms Sitharaman said.She did, though, propose to withdraw outstanding direct tax demands of up to Rs 25,000 till FY09/10 and up to Rs 10,000 for FY10/11 to 14/15, and said it would benefit around one crore tax payers.On that count, Ms Sitharaman said, ""... there are a large number of petty, non-verified, non-reconciled, or disputed, direct tax demands, many dating to 1962, which remain on the books, causing anxiety to honest taxpayers... I propose to withdraw such outstanding direct tax demands.""On the overall tax picture, the Finance Minister said direct collections had more than trebled in the past 10 years, and the number of people filing returns had increased 2.4 times.The hold on revisions to tax slabs was not unexpected given this is an interim budget-essentially to keep the Government running till a new administration is elected and takes charge later this year.A full Union Budget will likely be presented in July.Nevertheless, that tax slabs will stay the same will disappoint salaried taxpayers, particularly in the middle class, which had been hoping for cuts to help deal with perennial cost-of-living concerns.However, a significant point for taxpayers is that, as of now, both the old and new tax regimes will continue, meaning people can choose between them when filing their returns. Ms Sitharaman also touched on the introduction of new forms and software to make filing easier and simpler.The average processing time of tax returns have been reduced from 93 days in 2014 to just 10 days this year, thereby making refunds faster, she said.Viksit BharatPresenting her sixth straight (but first interim) budget, Nirmala Sitharaman also said Prime Minister Narendra Modi's Government is working to make India a 'Viksit (Developed) Bharat' by 2047, and that this development would be ""all round, all inclusive, and all pervasive"".""Our vision for Viksit Bharat is that of a prosperous Bharat... in harmony with nature and modern infrastructure, and providing opportunities for all to reach their potential. The next five years will see unprecedented development and golden moments to realise the goal of a developed India...""Ms Sitharaman said the Government plans to form a ""high-powered committee"" for an ""extensive consideration of challenges arising from fast population growth and demographic challenges"".""The committee will be mandated to make recommendations to address these challenges comprehensively, in relation to the goal of 'Viksit Bharat',"" she explained.Specifically, Ms Sitharaman spoke about the Government's focus on four categories of society-the poor, women, young men and women, and farmers. The Modi Government's focus on women and women-led development, its Nari Shakti motto, is widely expected to be a major election plank.Ms Sitharaman said FDI (foreign direct investment) inflow between 2014 and 2023 had marked a ""golden era"". The sum of $596 billion was twice that between 2005 and 2014, she said.To encourage sustained foreign investment, the Government is negotiating bilateral investment treaties with our foreign partners in the spirit of FDI, or 'First Develop India', she said.Global ChallengesThe Finance Minister also spoke about the global context of development, acknowledging that increasingly fragile geopolitical situations across the world-such as wars in Ukraine and Gaza, and tension in the Middle East, as well as the spectre of terrorism-had created new challenges.Despite these challenges, Ms Sitharaman hailed the Modi Government for delivering high growth and ensuring it maintains its ""exemplary track record of Governance, Development, and Performance"". ""Our Government has provided transparent, accountable, and people-centric, trust-based administration, with citizen-first, minimum- Government, and maximum-governance mode."" NDTV"
New-Delhi-Dec-11-The-Supreme-Court-Monday-refused-to-entertain-a-fresh-PIL-seeking-a-direction-to-the-Centre,"New Delhi, Dec 11: The Supreme Court Monday refused to entertain a fresh PIL seeking a direction to the Centre to intervene and restore law and order in ethnic violence-hit Manipur, besides setting up a panel of experts to prepare a report on the underlying causes for the crisis and suggest remedial measures.A bench comprising Chief justice DY Chandrachud and Justices JB Pardiwala and Manoj Misra took note of the submissions of senior advocate Gopal Sankaranarayanan, appearing for the PIL petitioners, and said a committee was already looking into the issues related to the violence and other aspects.“There was a need for a committee which can get all the communities to the table,” the senior lawyer, assisted by advocate Neha Rathi, said.“This Court has already constituted a committee chaired by Justice (retired) Gita Mittal. It’s open to make a representation to the committee. At this stage, we believe that broad and general reliefs would not result in anything,” the bench said.It asked petitioners Yumlembam Surjit Singh, Keisham Arish and Laishram Momo Singh to approach the Justice Gita Mittal panel.The top Court is already hearing a batch of petitions on the ethnic violence in the State and had set up a committee of three former HC women Judges to take stock of the situation and suggest corrective measures. PTI"
IMPHAL-Oct-9-Thangmeiband-AC-MLA-Kh-Joykisan-has-alleged-that-even-though-the-founder-Principal-of-Standard-,"MLA allegesIMPHAL, Oct 9: Thangmeiband AC MLA Kh Joykisan has alleged that even though the founder/Principal of Standard Robarth Hr Secondary School, Ph Landhoni as well as four other individuals who were arrested in connection with the mysterious death of N Babysana, were remanded in judicial custody, they are staying at JNIMS.Speaking to media persons at his residence at Khoyathong today, the MLA narrated that the said individuals were remanded based on the charges of running two schools by using the name/license of only a single one and alleged that however, the Government has deployed security personnel to guard the illegal establishment. Joykisan explained that judicial custody means to be kept in jail and added that the five individuals are instead present at JNIMS. Asking why they are being kept at the hospital, Joykisan questioned if the doctors concerned can provide any documents or proofs which can show that the said individuals had stayed in any hospital for an extended period of time. Accusing the Government of directly or indirectly attempting to protect the said individuals, the MLA demanded the State Government to clarify to the people why it is fearful of handing over the case to the CBI."
Dr-Ranbir-LaishramAmid-deserted-roads-and-markets-stand-Bandhs-and-curfews-lifelines-blocked-at-hand-Co,"Dr Ranbir LaishramAmid deserted roads and markets stand,Bandhs and curfews, lifelines blocked at hand.Colossal walls rise between groups,Whose hearts were once aligned in a merry symphony.Mindless violence, unending rows, terrifying chaos in our homeland confined.Laments of displaced souls echo through the air,Hatred and distrust, a burden hard to bear.Arson, burning, abductions, terror's reign,Senseless brutality causing endless pain.Pleading, praying for peace and justice's light,We leave behind a year of darkness and long nights. We sail into the New Year, seeking hope's release,Yet gray skies still shroud us,And peace seems but an obsolete word!In this societal turmoil, where can we find rest?What New Year's resolution could heal this unrest?Every sensible mind yearns for a humane way,A meaningful dialogue for the ""Apple of discord""Where hearts and minds can sway.Peace and normalcy, a dream we long to see,Displaced souls returning home, tormented spirits set free.The journey ahead is challenging, it's true!But a new beginning has dawned, with hope anew.An awakening from a brutal nightmare's hold,It's time to act, yes to be bold and kind.For we will reap what we sow today,With people's power, hope will be our catalyst.Let us step into an era free from strife,Let organizations unite, bringing purpose to life.Let the walls between us crumble and fall ,Let love and compassion sway gently,Leaders with hearts of wisdom, minds of grace,Guiding with empathy, uniting every space.For there's no glory in war, a truth we must embrace,Misery, the only laurel and death's destructive chase.It shatters not just our land, but our close-knitted souls as well,Leaving mangled pieces,And stories are too “painful to tell.“"
On-the-road-to-Parkia-festival-venue-at-New-TusomProfiling-two-budding-singers-with-no-support,"Mungchan ZimikUkhrul, Dec 23 : A day-long travel to the last Northern Tangkhul village to attend a Parkia festival at New Tusom village with two young girls who had immense love for music was just exciting and memorable.Although,  it was a long stormy drive, knowing them better made the journey wholesome.This correspondent had a warm conversation with these two female singers -Yarshim Wungsek and Semmichon Kashung while journeying together.Yarshim Wungsek who hails from Shirui village, Ukhrul said that she began singing from Class-II onward.She went on to mention she learned music from her father Kapangkhui who is also a local musician.Though Yarshim has not acquired any musical degree, her love for music has enabled her to play the guitar and sing musical notes appreciably.Yarshim Wungsek, who has a husky voice and can sing high notes, disclosed that she stopped singing at the age of 13 due to health issues.After a gap of many years,  she started singing again professionally from 2017 through the support of some renowned local artistes.Semmichon Kashung, on the other hand who is a cover singer possesses a melodious voice but declined to explain why she is embracing music.Semmichon,  however, stated that she will reveal her story and why she chose music through a song one day.Both the girls, Yarshim and Semmichon mentioned that they are preparing to release their own music albums.The financial constraint is the one main factor that is hindering the two struggling singers in pursuing their dream.It might be mentioned that more than 10 Tangkhul artistes showcased their musical talents in the three days Parkia festival at New Tusom village.Though there are many more Yarshims and Semmichons out there in different parts of the State with similar dreams, they may just fade and it is here that collective support and encouragement from the Government as well as the masses is highly needed."
Hon-ble-Sir-I-would-like-to-quote-a-few-lines-from-the-editorial-referred-above-Here-is-a-cas,"Hon’ble Sir,I would like to quote a few lines from the editorial referred above --- “Here is a case of concern and even alarm being raised over renaming a certain locality to suit the ethnicity of a people who came later to the place and such a practice if not checked in time would send the wrong message that any group of people can go, settle in a place and then give the place a name which identifies it with a certain group of people.This is why the call to Constitutionally protect the land of the Meiteis become crucial and one should come to the realization that the only way to protect the interest of the Meiteis will lie in getting Constitutional protection and the most feasible way forward would be to regain the Tribe status it once had ……….. Among the Meiteis who oppose it, let them see the reality that is knocking at their doors.”In this regard, I would like to subscribe my viewpoints for your kind perusal.1) That generally all the places have their own original names, except in remote or uninhabited regions. Then why a new comer or group of people rename the place where they newly settle ?As a practice we notice so many localities/pockets in Imphal valley have been given new names by the newcomers in disregard/suppression of the earlier names. Whether they have been given recognition to these new names by the Govt. (or Revenue Dept.) by entering in their pattas or other Govt. documents ? Such practice, as pointed out by the Editor of this daily is not desirable at all and also not in the greater interest of the state. This may kindly be looked into and redressed for good.2) That the terms Meitei and Meetei are almost the same and mean the same people. Still we are using these two terms i.e. Meitei/Meetei in demanding restoration of tribal status of the Meiteis. It will be nice to use only one term instead of using two, to show our unity and integrity forgetting the difference of opinions in this regard. Otherwise it may cause hindrance in demanding restoration of ST status of the Meiteis. Now we need Constitutional protection for our survival. So your good self would be kind enough to see our interest and send the recommendation of the State Govt. to enlist them in the list of ST category to the Govt. of India at the earliest.3) That as a last option, the Govt. of India may kindly be convinced of our peculiar situation which is represented below.Total area of the State---------22,327 Sq. KmValley area --------- 1,843 Sq. Km (8.25%)Geographically Manipur as a whole is a hilly State.In the valley a) hills and hillocks (including Reserved Forest) occupy about                             ------300 Sq. Km.b)  Wetlands including Loktak lake, other smaller lakes, rivers etc. occupy about------350 Sq.Kmc) offices, institutions, roads, hospitals, temples, churches, mosques, airport etc. occupy about ------ 10 Sq.KmThe remaining area (1843 - 660=1183 Sq.Km.) constitutes the settlement area and cultivated area.All the communities can settle and will settle in this small valley. However the Meiteis (general category) cannot settle outside this small valley, even inside the State. How long will they be able to survive in such a situation ? Under such Constitutional mechanism the Meiteis are shrinking day by day. Still the biggest democracy in the world cannot/does not realize it. What a big injustice it is ! The problem will become more acute when the Railways reach Imphal. In short, we are sitting in a sinking ship. Who will feel pity for us ?In the above facts and circumstances, the Govt. of India may be requested to formulate a practical/suitable solution under the Constitution of India to protect the Meiteis and their land before it is too late."
Dr-K-Rashbehari-SinghContd-from-previous-issuePets-provide-comfort-and-companionship-This-may-be-particul,"Dr K Rashbehari SinghContd from previous issuePets provide comfort and companionship. This may be particularly true for children who have difficulty making friends.There are many mental health benefits of pet ownership. It has been shown to reduce stress, depression and anxiety and improve overall quality of life. Pets can divert negative thoughts, promote exercise and provide a calm presence.  Emotional companionship is the greatest direct benefit of pet ownership. It can even be life-saving for people living with mental illness. Pets are a consistent source of unconditional love and affection and they intuitively provide this support in times of need and can be a helpful distraction from ruminations on negative thoughts, including suicidal tendency.Pets seemingly listen without response, there is no fear of interruptions, criticisms and advice, and maintain confidentiality. They make people feel good about themselves and provide reasons to live.Cardiovascular healthInteracting with companion animals is associated with beneficial effects including lower blood pressure, cholesterol levels and triglyceride levels.Stress reductionOne of the best parts of being a canine (or feline) is the power to alleviate our stress. Our brain release “feel good” or happiness hormones when petting and cuddling of pets, and we experience a decrease in stress hormones. This process boosts mood and can even relieve pain. Interacting with an animal result in a measurable decrease in levels of cortisol (a stress hormone). High levels of stress can weaken immune function. It seems that a positive interaction with an animal boosts our levels of oxitocin (a hormone associated with bonding and affection), which counteracts the effects of stress on the body and mind.Encourage exercise and activityExercise is essential in dog’s health and well-being, and too little exercise can cause behavioural problems. Exercise is also a critical component of mental health of humans. Dogs motivate us to take a walk. People who walk their dogs are more likely to reach a healthy level of moderate-intensity physical activity.Making healthier and more resilientPets offer unconditional love, which can increase confidence and self esteem to the owners. They provide physical as well as psychological benefits to pet owners, and may contribute to improved resiliency.Personal wellnessAmong senior citizens, those who own either a dog or a cat are statistically more capable of a range of activities such as climbing stairs, bending, kneeling, stooping, preparing meals, bathing and dressing, and correctly taking medication, compared with those who do not own either dog or cat. It is thought that through caring of their pets, they practice these same skills and concurrently keep themselves healthier and more capable as well.Improved moodSimple act of stroking a friendly animal increases dopamine and serotonin levels in the brain, two chemicals that are essential for happiness and relaxation.Therapy dogsTherapy dogs are dogs that are trained to provide affection, comfort and support to people, often in settings such as hospitals, retirement homes, nursing homes, schools, libraries, hospices, or disaster areas. Therapy dogs are present in physical therapy sessions or social work environments and serve to improve people’s motivation to reach goals.Fostering a strong human-animal bondAs pets are individuals who have needs and desires, pet owners should allow their pets to interact with them in appropriate ways. Spend time with your pet as well as giving them adequate exercise, playtime, socialization, and more. Pets also benefit from being able to experience different environments and in this process pets develop skills such as problem-solving that can help them later in life.ConclusionThe human-animal bond is a type of social bond that humans have with animals, characterized by emotional attachment and mutual care and support. This bond can help animals to live longer, healthier and happier lives. The human-animal bond can be strengthened through interaction with animals, and taking steps to reduce human-animal conflict.  Being a pet owner is a big responsibility, but it is well worth. Owning a pet have the power to provide a wide range of physical and mental health benefits and a faithful friend is always in our corner.Dr K Rashbehari Singh is Member, Manipur State Veterinary Council, Imphal &  Retired Deputy Director (Extension Education), Central Agricultural University, Imphal. He can be reached at Email:[email protected]"
Just-like-the-call-of-the-United-Naga-Council-some-days-back-not-to-target-or-victimise-the-Nagas-in-the-ong,"Just like the call of the United Naga Council, some days back, not to target or victimise the Nagas in the ongoing clash between the Meiteis and the Kukis, the call of the All Manipur Christian Organisation (AMCO) not to desecrate Churches, Temples and sacred sites should be noted and appreciated for its mature approach. As the name itself suggests, AMCO is a Christian organisation, but it has stuck by the understanding of Christianity, best exemplified by its call not to hurt the sentiments of any religious group. Desecrating or targeting places of worship is abominable enough but it becomes all that more dangerous when a place of worship, a sacred site, is targeted with a political motive, a motive to lay ancestral claim to a place and this is what Manipur has been witnessing ever since the place went up in flames from the evening of May 3, 2023. At the same time it is also important to note that giving a religious angle to the ongoing clash is nothing but to  earn the sympathy of the Western countries and it was this card that was played to such perfection that the ongoing clash, read as attacks on Churches and persecution of a religious minority, featured on the floor of the European Parliament in the earlier part of the more than 9 months old clash. That such a move boomeranged in the ultimate analysis is a different matter, but here is a case of false narratives being peddled to the outside world to gang up against the Meiteis. And the sinister political ploy and move continues unabated. The Cross erected atop Mount Thangjing, the story of which has gone viral in the last many days, should be seen beyond the immediate act of imposing a religious line of thought at a place held sacred by the Meiteis for centuries, but is also a covert and overt attempt to lay claim on the ancestral abode of the Meiteis. A point which Manipur should take note of with the seriousness it deserves. Look beyond the Cross, but see it as an attempt to lay ancestral claim on a spot. This is the bottomline. Apart from Mount Thangjing, one can take a look at Mt Koubru, a sacred site for the Meiteis for centuries and it is for this very reason why there is the annual trek to the peak of this mountain. If Cheiraoching had been situated further from Imphal, the annual prayers offered atop this hill could well have been jeopardised on the fantastic claim that it is the ancestral land of the Kukis !!Nothing Christianlike in erecting or putting up a Cross atop Mount Thangjing, as the International Meetei Christian Youth Assembly (IMYCA) pointed out the other day. This very act goes against the teachings of the Bible, as the Meetei Churches Advocacy for Peace and Development (MCAPD) put it and this is where it becomes important for New Delhi and Imphal to look beyond the religious connotation of the Cross and look at the political agenda. The bigger agenda should be clear to all, especially to the Government. The very act of taking to the streets to protest the deployment of State forces at Moreh is not just a case of protesting against the State police, but is also a clear indication that the border town should and will remain under the control of the Kuki militants. The prospects of India’s Act East Policy has certainly not flown over the head of the gun toting militants at the border town. A look at the demographic composition of the border town in the 1970s and before the Naga-Kuki ethnic clash erupted in 1992 and the present reality should more than say about the larger political conspiracy at work. Churches were indeed targeted by mobs at Imphal and in the valley areas in the initial days of the clash, but to equate this with the systematic approach adopted to lay claim on the ancestral land of Manipur would be missing the trees for the woods. Note the stress on the words, ‘targeted by mobs’ and ‘systematic approach’ and this should reinforce the need to look beyond the immediate and acknowledge the larger political agenda at work."
Sir-From-the-perspective-of-Assam-Rifles-and-the-security-forces-in-the-region-it-is-important-to-clarify,"Sir,From the perspective of Assam Rifles and the security forces  in the region, it is important to clarify a few points regarding the situation at Moreh:a) The portrayal of Moreh, a thriving semi-cosmopolitan town traversed by the trans-Asiatic road and boasting the presence of numerous State and Central agencies, as having a deteriorated law and order situation is indeed incomprehensible. Moreh being a mini replica of Imphal City with multiple ethnicities, has all Central and State agencies, including the Custom Dept firmly entrenched in the administration machinery. Internal law and order matters are primarily the responsibilities of the respective State Government agencies, and holding these accountable for their performance is imperative for addressing any shortcomings in governance and security.b) The Assam Rifles has successfully safeguarded the Indo-Myanmar border from cross border infiltration of militia notwithstanding the FMR agreement (or the lack of it) along the length of the IMB. In the last two years Assam Rifles has pushed back approx five thousand Myanmarese citizens from IMB, and shared details of the balance 1200 localised refuge seekers pro-actively with the State agencies for further disposal. Additionally the AR in the Moreh region alone has seized contraband of approx Rs 1100 Cr in the past five years. In the same duration and location, it was with the persistent efforts of AR that 76 insurgents were apprehended/surrendered along with weapons before being handed over to the State Police.In the context of Moreh, the internal-security situation remains stable, allowing  the State Government to exercise its authority effectively. Blaming the Assam Rifles, whose primary role revolves around border guarding, for issues related to internal law and  order is an oversimplification of a complex matter presumably with an ulterior motive by novices in matters of internal security. Responsible journalism should refrain from laying blame on external entities and instead focus on addressing challenges collaboratively, recognising the shared responsibilities in maintaining law and order.Yours faithfully,Lieutenant Colonel Aabha KS, Staff Office (Public Relation & Media)"
