,video_id,comments
10,QxLum4JMQWQ,"['अखंड भारत वंदेमातरम', 'सादर प्रणाम', ""I'm proud of you my pm ❤"", 'nic', 'Chup feku', 'Ghufa putar..', 'Faku.', '*DHAN ki Baat*', '🙏🙏🙏🇮🇳🇮🇳🇮🇳🇮🇳🙏🙏🙏🌍🌍🌍🕉️🕉️🕉️🕉️🌺🌺🌺🌺', 'Modi jee my inspiration motivation 🙏🙏🙏🇮🇳🇮🇳🇮🇳🙏🙏🕉️🕉️', 'Nahi sunna']"
11,ox8IkNhEZ4g,"['Happy technology projects right', 'My Valuable Vote is not Waste. Thanks Modi ji 🌹🙏🙏🙏🙏 to abrogate 370 & 35A Article', 'LOVE YOU MY ADORABLE PRIME MINISTER 🌹🙏🙏🙏', 'उनकी बात बहुत अच्छा लगता है मोदी जी का धन्यवाद कोटि-कोटि धन्यवाद हर गांव का शहर का', 'अखंड भारत शुद्ध भारत स्वच्छ भारत विकसित भारत वंदेमातरम', 'छठ महापर्व की सभी सनातनी राष्ट्रवादी बंधुओ बहनो को हार्दिक शुभकामनाएं🌹🙏', 'भारत के आदरणीय यशस्वी प्रधानमंत्री श्री नरेंद्र दामोदरदास मोदी जी सादर प्रणाम', 'Sansad tv best', 'मेरा पसंद प्रोग्राम', 'Feku', 'Feku pm', 'BJP = Bhartiya jumla party,bharitya jhutha party....fir se camera premi apne Maan ki baat bole ..thoda sharam kijiye...app apne  jumla se bahut paaka dete hai....', 'Emotional intelligence ke hero h modi ji', 'Sir lalganj me british dhanters de', 'happy chath puja....🙇\u200d♀🙇\u200d♀', 'I have follow eco-friendly lifestyle for corona time and countinuelty follow', 'पीएम कुसुम योजन 100% लाभन्वित होने वाला देश का पहला गांव मोढेरा को हार्दिक शुभकामनाएं 💐💐💥', 'Twinkle ji svraj ji PM Narendra Modi ji perynka ji peryinka endara 🛸🛸🛸🛸🛸🧡🧡💛💛🇱🇺🇱🇺🇸🇴🇸🇴🇸🇴🇸🇴🤴🤴🤴🤴🤴🚔🚘🚔🚘919295yas x ok good mornig s', 'Twinkle ji svraj ji pryika kumavt sunu 🛸🛸💛💗💗🌻🌻🧡🧡🇱🇺🇮🇷🇸🇴🇸🇴 PM Narendra Modi ji perynka ji 0025yas', 'देश वासियों छठ पर्व की हार्दिक शुभकामनाएं']"
12,SNlZV4eg7Bs,"['Man ki baat...kya Fayeda hota h..??', 'Thanks sansad tv & team', 'Jai hind💕💕💕💕🙏🙏🙏🙏🙏💕💕💕', 'माननीय प्रधानमंत्री जी !\nहमने आज़ादी का अमृत महोत्सव मनाया और हर घर तिरंगा भी फहराया गया यह गौरव की बात है परंतु तिरंगा अभी भी हमारे कई भाई - बहनों के छतों पर लगा हुआ है और यह एक छत से दूसरे छत तक उड़कर जा रहा है अब एक तरह से तिरंगा का अपमान हो रहा है।\n              अतः आपसे यह अनुरोध है कि एक कार्यक्रम तिरंगा को सम्मान सहित उचित स्थान पर रखा जाय और फिर उचित समयानुसार फिर से फहराया जाय!\n                             निवेदिता \n                             सुशीला गुप्ता 🙏🙏', '🙏', 'Indian', 'We proud on our prime minister.', '*हमारे देश के अग्रदूत,प्रणेता,मार्गदर्शक और नवाचारी पथ प्रदर्शक को नमस्ते साधुवाद\nजय शिव शम्भू', 'Dted kiye logo keliye kuch karo', 'Jay hind Jay bharat', 'mujhe modi ji...aur unki bate bhut achi lgti h...🤗🤗', 'Modi ji man ki baat pure man se karte hai.. .like our guardians🙏👍', 'Sansad tv best', 'Jai hind sir..supap', 'व्हेरी गुड', 'Dislike 👎👎']"
13,2BUhYFdEj98,"['Modi ji hos me ao das  kha ja rah ha barbad hogya', 'aapki baate sun kr ek prerna mil jati h.', 'Jay hind sir', 'Apni MANE KI BHUTH HAU GYI AB 2024 M TATA BBBBYYYYE   😅😅😅😅😂😂😂🤣🤘🤘🤘😡', 'Fekujeevi zumlajeevi Fekuveer ka naya zumla suno. Yuva berojgaar bane raho, gareeb mehngai se maro,baaki log dharam aur kaun Kitna bada dedhbhakt hai ke name pe lado. Yehi iss desh mein ho raha hai. Mannn ki baat karo feku jeee kaam ki baat karo  bahut drama kar liye abb aur nhi.', 'Your greedy economic policy had exploited the socioeconomic fabric of our society. Grappling with plaguing issues like inflation, unemployment, simmering religious discontenment, defence system like agniveer and many more sporadic schemes and plan', ""4:50 He's talking about my Gomoh, that's where I belong from"", 'Jay hind', 'जिसके नाम पर भोट मांगी थी। एक दिन उस पर भी चर्चा कर लो।\n2022 खत्म होने वाला है नमामि  गंगे का क्या हुआ', 'Jai,hind,a,🌹,how,Littur,ray,u', 'मोदी जी मार्केट से 2000 के note गायब है\nस्विश बैंक में तो नही चले गए', 'Modi mgaii Or berajgar par bhi bolia', 'Adulterated honey is quite common in the market.', 'मोदी जी 8 साल हो गये  मन की बात का एपिसोड मिस करके एक बार पत्रकारों को भी इंटरवियू दे दो\n\nमन की बात 1/2 या तीन बार होती है 100 एपिसोड नही होते', 'One more etihaasik man ki baat😆😆😆🤣🤣🤣', 'Kabhi Rojgar ki bhi baat kar lijiye', 'Namaste namaste 🙏 Modi ji apey kya welcome 🤗', 'Modi ji apne plastic to band kar diya lekin fir bhi plastic bechi ja rhi hai ☹️ham to nhi lete but vo dete hai 😐ham jhola le ke jate hai', 'चीन के बढ़ते कदम पर', 'रुपया गिरकर समुंद्र में चला गया उसपर बोलिए']"
14,dhdbhiPoxnc,"['फेको-फेको पुरी ताकत से फेकों।\nजितना फेंक सकते हो उतना फेंकों।', 'Dekho..ye keval Indian  ke ylia he problem nahi..hy problem ..all world hai...pura world global warming ..kam karny ke lia ..developed  and undevelopment  country kar rahy hai...pm modiji ..to county  ka parinidhi hai..ye koi badhi bat nahi hai..1947 ke bad har ak pm ne prsyas kiya hai..bus un pm ke kal may  techonology ka jada vikas nshi hu tha .abhi ho gaya hai hai...', 'Garv hai ki  hm hindustani hai', 'Thanks', ""Pm modi hamari saari khusiya chhin rha hai berojgari itni bdh gyi hai bhukhmari me india 101 place pr hai media ki freedom me 150 place pr aur kahta hai ki india is developing .I think India is developing only in papers not it's villages and cities. Education ko sbse jayda mahnga kr diya hai jisse gareeb education se vanchit ho jaye aur sarkar se sawal na poochhe"", 'Private sector adani ambani k liye he to jinda ho tu,  desh k aam nagrik K liye nahi,', 'Jan ki baat sun ley Feku baba', 'Kab hogi Mahgai ki bat', 'Sirf ye nafrt bhar rha h ............', 'Modi go back', 'Proud of you modi jii !', 'Uhjhhhhhhhûu6uyhhuuuuuuiuuu7uuuuuiiiôiii', '🙏🙏', 'Wow better than watching Kapil Sharma show. Thanku PM modi.', '💯👍', 'Thanks sansad tv', ',j', 'Modiji, jan ki awaaz kub sunoge ?????', 'अंधा मे कान्हा राजा', 'Ye kya hai']"
15,JjxjNyCiErk,"['Jobs ki bat kro\nMehngai ki maar ke uper kya action liye \nLPG gas 1100 ka ho gya \nSarkari companiya bechi ja rhi he\nSchools ko barbaad kiya ja rha he \nPetrol diesel price 110 RPL ho gye\nWheat flour 35 rupye kg ho gya\nDaal mehgi ho gyi\nSabjiya pichle 3-4 year me 4 Guna mehngi ho gyi\nSarkari nokri me nijikaran kiya ja rha he\nRishwatkhori bad rhi he', '🧡', 'Thik Thak Hai.. Fayko...', 'Very good motivation sir', 'मोदी चाचा मन की बात कम करो काम की बात करो चाचाजी माननी य प्रधानमंत्री फेकू चाचा चाचा फेकू मोदी', 'चाइना से भारत मे आयात 95 बिलियन डॉलर हे सब काम हमे ही करना है  तो आप क्या करोगे?', 'असल जिंदगी बहुत अलग होती है सर,\nखैर,\nखुशी मिली कि देश के प्रधानमंत्री की बात समझ सकते हैं,\nपहले तो बिकाऊ चैनल जो बोलते थे वो ही सब होता था', 'एक कदम सफलता की ओर.... प्रेरणा दायी😊', 'माननीय प्रधान मंत्री जी सादर प्रणाम।', 'जय हिंद जय भारत', 'देश के लोगों को जागृत करना, यह काम भी आप ही को शुरुआत करना होगा प्रधानमंत्री मोदी जी आप सुन रहे हैं ना आप ही को सब करना होगा', 'Shukriya sir', 'Thank you for sharing.', 'खत्म करना ही तो पढ़ाई लिखाई खत्म कर दो पढ़ लिखकर तो नौकरी ही मांगेगे \nऔर तुम्हे क्या एक गरीब या विधवा मम्मी अपने लड़के को घर बाहर इतनी पढ़ा लिखकर उम्मीद करते है की एक दिन नौकरी लेकर आएगा और तुम लोग नौकरी ही समाप्त कर दोगे तो करेंगे \nजय हिंद \nऐसा ही रहा तो फांसी लगाना पड़ेगा 😭😭😭😭', 'Dislike hi nahi ho rha hai.', 'Fir aagye ap 🤫', 'Man ki mehraru se jati . Kam ki bat jnta se ki jati 😡😠😠😠', 'भारत के एक ऐसे प्रधान मंत्री जो हर एक शब्द में भारत के गुणगान के अलावा कोई शब्द नहीं ,जिनका हर एक प्रयास भारत को ऊंचाई प्रधान कराना है और ये झलक भी रहा।में मानता हूं की भारत की हालात कुछ खराब हे लेकिन मुझे फक्र भी हैं की कई देशों से बेहतर भी हैं,आज विश्व के कई विकसित देश शक्तिशाली देश भी भारत की हर एक बात को बड़ी गहराई से लेता है,भारत को सम्मान देता है,और ये आप सब को यूक्रेन और रूस war में पता चल  गया होगा ।हमे अपने माननीय पीएम के साथ चलना चाहिए और अपनी कमियों को दूर करते हुए अपने सपनो को जरूर पूरा करना चाहिए।जय हिंद जय भारत', 'सरकारी नौकरी क्यों खत्म कर रहे चाचा', 'Bharat me jitne bhi sarkari karmchari h sbhi ko desh ki mahilae purush jo bnate h use hi use krna chahie']"
16,_l9qt7zhciI,"['Indian Scriptures have everything to live a comfortable and scientific life...🙏👏', 'Pranam sir ji 🙏', 'Why you have not taken any action against anti indians and trouble maker. They make remarks, dirty comments on your mother. There is a person called Savukku Shanker in Tamil nadu. Arrest him immediately. Observe zero tolerance with these kind of people mercilessly. Jai Bharath. Jai Modi', 'Very interesting', 'Really awesome 🙏🏻🙏🏻', 'Modi hai to mumkin hai .', 'Sir aaj desh me rozgarr ki kami hai.sahara sebi vivad ki vajah se 20 lack log aur berozgar ho gaye. Aur karodo logo ke bachat karane ke raste lagabhag band ho gaye.log choti choti bachat kr ke apane sabhi kaam aasani se kr lete the.lekin aaj aisa nahi hai.aaj sahara sebi vivad ko paida karane wale kaha hai .kyo yeh log niji khunnas nikalane ke liye ek acchi khasi sanstha ko barbaad kr ke chale gaye .kya hamare desh ka sistam rozgaar chinane ke liye hai.jb ki aaj sarkar ko sistam ko khud me badlav karane ki jaroorat hai.', 'आज बहुत अच्छा लग रहा है, सर। क्योंकि मैं खुद गणित विषय से ही स्नातक हूं। आज बहुत गर्व हो रहा है,जब देश के प्रधानमंत्री इसकी प्रशंसा कर रहे हैं,तथा इसके महत्व को बता रहे हैं', 'Nice information channel', 'Dear pm आप कभी जनता के मन की भी सुनिए \nआम आदमी महंगाई , बेरोजगारी , से परेशान हैं', 'डियर मोदी जी मैं आपकी यूपीआई पेमेंट सिस्टम से सहमत हूं लेकिन यदि किसी गरीब के पास इंटरनेट सुविधा ना हो क्योंकि टेलीकॉम कंपनियों की मनमानी से रिचार्ज आसमान छु राहा है जोकि रिचार्ज कराना अपने परिवार को भूखे रखना भी साबित हो सकता है। ऐसी स्थिति में भला कोई यूपीआई पेमेंट कैसे करें।🥺🥺🥺😥😥😥😥....', 'सबसे पहले तो मुफ्त का राशन बंद करो. जो गरीब mobile में 350 का रिचार्ज कर सकता है वो अनाज भी खुद के पैसे से खरीद सकते हैं. और हा आपके जानकारी के लिए, जो राशन आप मुफ्त में दे रहे हो वही अनाज वो गरीब दूसरे ही दिन local दूकानदार को अच्छे दाम में बेच देता है. और उसी के कारण आज खेती मै manpower expensive हो गयी है. और खेती घाटे में जा रही है. अगर फ्री में देना है तो शिक्षा दीजिये.', 'छोटे गांवो में सरकारी स्कुल बंद होने की कगार पर है. गरीबो के लिए शिक्षा प्राप्त करना मुश्किल है. उसके बारे में बोलिये.', 'Thankyou Prime Minsiter JI For such informative information', 'ग्रामीण भारत में biogas को promot करना चाहिए. और किसानों को दिन में बिजली दीजिए.', 'हर घर में चरखा दो और स्कूलों में चरखेद्वारा धागा बनाने की training दो. इस तरह भारत textile hub बन सकता है. और ग्रामीण भारत आत्मनिर्भर बनेगा.', 'Kaam ki baat kro sarkar', '56 inch ka cena', 'Digital gaon', 'Kaha hain digital shahar']"
17,rAyreycNR_k,"['रुक्मिणी north east ke nhi maharastra..vidarbh ke the prabhu🙆🙏', 'Jayhomodisirgaribdìbyang\nPankjkumarpandeydewgharjhàrkhnď', 'Feku', 'Education system, black money, corruption?', ""You're a great leader"", 'धन्यवाद', 'Mann ki bat,, podcast me he?', 'Mann Ki Baat - Every Indian should listen.\n\nGreat Initiative done by People ..\n\n👍👍👍', 'स्वच्छ भारत पूरे देश में स्वच्छ रहेगा जब पालथी बंद होगा पॉलीथिन थैली बंद होगा\n\n\n👍🙏🙏🙏👍👍', 'प्रणाम आदरणीय मोदी जी..,🙏', 'Dhere Dhere Hum Atma nirbhar Bane ja rahe hai 😊....One day completely', 'कैसे वैदिक लोकतंत्र राजतंत्र में बदला होगा, कैसे अंग्रेजो ने देश को गुलाम बनाया , महसूस करने का क्या शानदार तरीका है।', 'Pagal gadhe ki bakwaas', 'Berojgari ki bohot badi samasya ho gayi hai sir.....kuch karo sir..... desh ka yuva sadak pe hai sir', 'Exam lo sir... vacancies nikalo....bohot takliff me hai sir hum...jo department me vacancies hai use jaldi bharo sir please please 🙏🙏🙏🙏', 'Pm sir se  request ha ki ab job ki bt karo.', 'ऐसे अंधे प्रधानमंत्री देश ने पहली बार देखा हैं जिसको देश की गरीबी बेरोजगारी महंगाई पर कोई सवाल जवाब नहीं \nये देश का दुर्भाग्य है', 'Namaskar modi ji', 'मोदी जी 🙏 तिल तिल क्यों मारते हो एक ही बार में ही मार दो जनता को सता कर आप कोई अमर नही हो जाओगे ना ही जिसके लिए रात दिन एक किए हो वो खुशहाल जीवन भर रहेगा\nलालच आदमी को अंधा और अपराधी बना देती है बड़े खुश नसीब होते हैं जिन्हें करोड़ो जनता अपने दिल में बसा ती है ये मौका किसी को नही मिलता है मंहगाई और बेरोजगारी को ऊंचा मत करिए ये सब न ही हो तो अच्छा है गरीब परिवार के लिए, \nकांग्रेस का शासन भी देखा है जब 140 डॉलर लगभग था तो 60 रूपया डीजल नही था सिलेंडर तो 400 रुपया था आदि हर साल भर्ती होती थी मैं कोई कांग्रेसी नही हु न ही वोट दिया है लेकिन आपको वोट दिया है\nआज के माध्यम परिवार बचत नही कर पा रहा है जबकि भारत की सबसे बड़ी खूब सुरती तो बचत की है,\nराजनीति होनी चाहिए लेकिन अखंड भारत बनाने के लिए,अपराधिक हृदय परिवर्तन करने के लिए शिक्षा रोजगार सबके लिए', 'Dislike ke comments bhi bata doh. Itna nikamma PM nahi dekha bhai. Isko Gujrat vaisa bhejo. Bahut aish kar li isne. Iske pehle ki Bharat ka sirf T reh jaye, gobhi bhagao aur desh bachao.']"
18,l4ZhHhtBmVg,"['Sir🙏🙏🙏aapki Gala kharab lag rahi hai please Desh ke sath sath Apne health per bhi Dhyan digea 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏', 'Fortunate to have a PM like you ..', ""Sure ...PM ji... We'll be creating videos on different Indian language and promote it..."", 'Which is the name of hospital who helped her in back her vision pls let us know.', 'Thank you so much pm for bueatiful information and also sasad tv team ❤️🙏', 'Very poor sound', '👌🏻🌹मन की बात भारत के सामर्थ्यवान सर्वश्रेष्ठ प्रधानमंत्री नरेन्द्र मोदीजी जयहिंद वन्देमातरम्  🙏🏻 👍🏻', 'क्या वास्तव में मोदी जी की आवाज इतनी बूढ़ी हो गई🤔🤔🤔', 'फेकु, हरामखोर, ढोंगी,मुर्ख, नालायक, बेशरम, हलकट,बेवकुफ, लबाड फेकु ......पंतप्रधान नरेंद्र दामुधर मोदी', 'अच्छा लगा है', 'धन्यवाद', 'Manniye modi ji kyaa aap thk h mje apki aawaj yaa gala baithaa huaa lg rhaa h plss modi ji aap apnaa bht dhyan rkhiye ap swasth rhenege to hmara desh swasth rhegaaa', 'Madarchod fir man ki baat kar raha hai', '😊', 'Sirf fekne aate hai yaha kabhi rojgar ki baat karo', 'London museum se bhi bhut kuch lana hai', 'Kohinoor kab bharat aa raha hai😔', 'Board ke bare main kuch hua kya', 'मोदी जी की आवाज़ 🤔', 'Jay Shari Ram Ram,']"
19,K29X-cPZXh8,"['Thanks sansad tv 🙏', 'Kaam ki baat karo fekuchand berojgari mahangai', 'Utter bullshit...chup kar', 'जय श्रीराम जय श्रीराम जय हिंद सलाम मेरा आपको', 'Kam ki bhi bat kr liya kariye PM ji', 'Thanks. Ssstv🇮🇳', 'Pegasus pe kuch bat kr lo pm ji kyu itna democracy ki धज्जियां उड़ा दी', 'Yee log jinhi modi si dikkat hai unn logo ki pass koi or leader ho to btaa doo log ussi ko vote dene lagi or  jo log ye youth ki batt karte hai unkii etni chenta karte hai unki liyee dange karte hai vahi log kyu nhi khade hu jatee election me ?', 'Desh deshantr news ka kya time h kisi ko idea hai kya ?', 'संसद टीवी का शुक्रिया (PM) मन की बात के लिए।', 'आपकी सच्चाई देश जान चुका है मोदी जी अब बस हुआ,', 'भाई कुछ नहीं होगा इससे', 'Thanks Modifatherg', 'Jaab apke andar Karina hai to itna mahgai q nahi dikh rahi hai log itna parsan hai student sab ride par hai nukri q nahi de rahe ho aap man ke baat to baht aacha sunate ho', 'Modi ji ab band kro maan ki batt', '2047 tak sabhi ko rogjar milna chahiye jo iski yogyata rakhte hai', 'Unemployment ka reports bata do pm sahab', 'फेकु , ढोंगी , प्रधानमंञी नरेंद्र मोदी हटाओ देश बचाओ...संविधाना बचाओ', 'Rbb NTPC', 'He prabhu rahne do aapse naa ho payega👏👏👏👏👏👏👏👏']"
20,iDQN9qL8OD4,"['❤️', 'Eng Sub hona chahiye', 'Our Honorable PM.....\nYou are my inspiration ❤️🙏', 'Sarkar to prayas kr hi rahi he hame bhi prayas karne ki aawasyakta he bethe bethe kisi ko nokri nhi milti he uske liye kadi mehnat se pahle gun arjit karne hote he aakhir Artha ko ek lakshya kaha hi kyu gaya he.', 'Bhut bhut dhanyawad sir great Pm', 'Hmne nhi saraha modig kbhi to berojgari pr baat kr ligiye...aaj railway me 3lac job Khali hai lekin aaplogon ke Rajniti k bhet chadh rha hai hai or uske sikar yuwaa ho rhe hn jise aap desh ka bhavisy btate hn usi ko barbad krne me tule hn....', 'Nice information channel', 'NilambarSahuDistrictAnguFromStateOdidha••JayaBharat;IDescribeYourDuvloupingWarkToThePeople•IAmAFarmerWithEnvernmistyIAmReosearchAboutCrater&Three•IAmGivingMyHartfullNamaskarToYou•', '🤪🤪', 'Anyone can write down the wording of our honr. Pm sir.', 'PM Modi is doing hard work. While DoPT minister Jitender Singh is shitting all over it. Today UPSC students were sent to jail for just trying to give their memorandum to DoPT minister.', '👏👏👏', 'Super ......🙏🙏🙏🙏', 'pura filmy.Kaam ka baat kijiye mann ka nahi.', '🚩🚩😇🥰🌞🤝🤝✌❤❤❤❤❤❤❤✌💪💪🌞🥰😇🚩🚩', 'Bahut bada jhuttha aadmi hai ye banda', 'Aate koi govt ne jeliyo jakene Janta marchhodeli', 'Govt ne', 'Govt ka log Ni man Mari baat mare ya mare to Mai govt ne sabak sikhane vaste Mai tingu or sabak sikhavu', 'Jab tak bani aur achran me Samanta  nahi hoti.. Kahi gayi Har bat pakhand h']"
21,RTgrcsms9vA,"['Armed forces flag day.....', 'Jai Hind Jai Bharat 🙏', 'Good speech', 'Bhag ⚔️⚔️', 'Rrc gr d exam date sir', 'Aap ko prime minister nahi professor rahna chahiye', 'Pta nhi ye kon log hote h jo ese programmes ko bhi dislike krte h ye log chahte kya h', 'Sunlo bhai sun lo...prelims mein pooch lega yahin se', 'RRB NTPC2019 OR RRB GROUP D2019  EXAM KE BARE ME BAAT KARE', 'Thank u sir 🙏🙏', 'Jai Hind sir. And. Thanks team Sansad tea.. \nPlease start science monitor again', '🙏', 'भारत माता की जय', 'Berojgar bharat ki baat kro', 'Kaam ki baat kab kroge 😂😂😂', 'Man ki bat ko pasand karne wala bharwa hai', 'Rrb group d par bat tumra bap karega', 'वाह मोदी जी\n हमनें तुम्हे वोट दिए सुनकर तुम्हारी बातें\n सोचा तुम सुनोगे हमारी बातें पर उल्टा हमारी सुनने के तुम आज भी सुना रहे हो हमें अपनी मन की बातें', 'Like wale kha se.aate h', 'Ab to man ka baat band kar do']"
22,xNR2Rk6ps24,"['इस्तीफा दे दीजिए मोदी जी आप बहुत नेक काम करेंगे', 'Mere payre deshvasiyon...😭😭😭😂😂😀😀😀', 'Apke PM banne ke bd Bharat kafi aage badha ....pr petrol aur Diesel ⛽ ke badhti kimat garibo ke liye chinta ka vishay bn gya h....ispe bichar Kiya jana chahiye....🙏', 'Rs tv से निवेदन है कि साभी मन की बात लोड करें 🙏🙏🙏👍👍👍👍', 'Desh ko le duba  ab inka sirf dikhawa hai', 'अगला इलेक्शन से मेरा एक वोट आपको नहीं जाएगी मोदी जी', 'देश की विक्रेता साला हरामी\nअटल जी के पैरो की धूल के बराबर भी नहीं आता', 'देश को गरीबी की और धकेल रहा है', 'यहाँ देश मे ही शांति नहीं है', 'ये मोदी जी देश की समस्याओ पर से ध्यान क्यू भटकते रहते है', 'अबे महंगाई तो कम कर, कम से कम diesel, पेट्रोल का रेट तो रोको।\nसब बर्बाद कर देगा।\nबेच देगा और खुद फ़क़ीर और दूसरों को भी फ़क़ीर कर देगा।', 'युवा बेरोजगार है कुछ उपाय निकालिए मोदी जी 🙏🙏', 'Thank you so much modi ji 🙏🙏', 'N8c', 'Bas kro modi ji', 'Maan ki nhi desh ki baat kro ,gareebo ki baat kro , amm admi ki baat kro .. amiro ki nhi Ambani adani ki baat nhi kro', 'Natakbazi band kr', 'Dear Prime Minister, 100 crore vaccine is an achievement. But this achievement become grim with economy, unemployment, inflation, press. You are popular in the world and foreign media is also watching Indian scenario. What will you tell the world your achievement in the stint, Ram mandir??', 'भारत माता की जय', 'इसने देश बर्बाद कर दिया']"
23,lgBrbkmYixw,"['आभारी हम जंन जंन के हैंआधार हैबननां, र घर घर, हों नां गरीबी, अब अबधरा पर, आजादी यही नव महोतसब। नव भारत के नव उतथांन में बढते, पग पग सजल, तरंग।', 'हर बीज अंकुरित होनें को वयाकुलता बढ रही बनते नव भारत बंन उभरतेशिखर।', 'हम रेलवे, पुलिस, मिलेटृई,  सजते, ना एक टाफी के प्रखर में सजें सभी, बनंते, सजते जो जहां सजें, प्रखरता पे पसरें हर भाई बहन, हों फैकटृई के नव निर्रमांण प्रखर, हम पाएं, गांव घर के श्रजंन।', 'मां बहन निराले अविरल हों, गंगा सी धार धरा पर हो, अविरल नदियों के प्रवाह संगम में बनते जुड़ते नव सावंन भी ये नव सावंन अंकुरित बीज से हो प्रवल भविषय सभी सुनंहरे हों, नमांमि गंगे दें उपहार सभी, जीवंन हैं नदियां प्रखर भारत जोसींच रहीं भारत धरती, है पुणंय धरा जीवंन फसली,  हर जीवंन हो खुशहाल नगरी,  सावर मती के संग तूनें कर दिया कमांल, दे दीगजब आजादी तूनें खडग बिनां ढाल, सावर मती के संग तूनें कर दिया कमांल, राषटृ पिता गांधी जी के संकलपों को, सपनों को पीढी़ साकार करे, ये हर मंन का सजा सजीला सपनां हो,  कुटिल समय का अंकुरित समय है, अनुंकरण समय की धारा है, निखरते हर पल बनें पर्रवत के शिखरों पे चढ़नां ठांना है, प्रति पल हम कुछ हैं,सुख सुंनते पलते बढ़ते आजमांएं, तुले हुए प्रारवधों से अंनगिनत तरककी सब पाएं, हो साकार ये भारत के सपनें पल पल की हरनव अंगडा़ई से हो नव मंनडल के फलीभूत कणं कणं से नव हिंदोसतां को सजाएं,  शिक्षा, सफाई, और सुरक्षा सवासथ कुशल प्रहरी बंन जाएं, खरीद करें अलवेली हो, खादी के प्रति सघंन रुख हम अपनां एं, इसटील से बनते संवर ते उतथानों को सरल सजग, तौरे अपनांएं, भवनों के नकशे प्रवल बनें नव भारत में खुशी लहराएं,  वचंन लिए नव भारत के सपनों में नां नां हम चिराग सजाएं। संकलपित हो सजग सुघड़ सब उललासों को बृत हम बनांएं, सुदृढ़ सफाई अभियानों से, सीख प्रवलता शीर्रष दर्रषाएं, सवासथय कुशलता,  अभियानों के संग भारत में उजियारा लाएं, हों नगर, डगर, और दवारे,  गलियां सब  प्रखर सफाई के दर्रपणं,  साफ सवक्ष नव भारत के अनुंरागी मंन बंन सज सज जाएं,  तभी कुशल नव भारत के जंन विशाल गौरव के तिरंगे फहराएं, कुशल जमांने के पल पल को हंम भारती निंखारी मंन को बनांएं। जय हो भारत दीर्रघ सवल,  नव भारत के जंन कवंल,  कवंल खिल जाएं। जय नव भारत खुशहाल सभी हों, अति सुंदर सुदूर सा सपनां सजाएं। जय जय नव भारत के सज जाएं सपनें हर घर हों दीवाली सपनें। जय  जय हो ये पल पल सजता नव भारत।', 'dont waste ours time. we know you  like wearing new dresses, wear it until 2024. fly anywhere in the world until 2024.uske baad thaila uthao aur nikal leo. bhaut paka diya hai re baba.', 'ये जो बूरे कमेंट करने वालो की ये कैसी मानसिकता है,जीनको कुछ अच्छा नही दीखता.कमाल है', 'Divyang child ka leay special teacher chaiya sir \nN ke general teacher', 'Bus जुमला बाजी\nजमीन पर कुछ नही हो रहा है', 'Good', 'Kam ki bat karo faku  modi', 'Thanks sansad TV', 'Very good 👍👏', 'अक्षम pm', 'How sweet modi ji love you modi ji 😊❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'It is not Sansad tv. It is BJP tv. I never forgot Rajya Sabha tv.', 'Shakal dikha kr man ki bat to sunao Mr. prime minister,  kis muh se kr rhe man ki bat duniya ko dikhni chahiye 😎', 'I do not understand. Why not just stack coins or deposit them in Flirt Invest?', 'The best crypto project? It is clear that Flirt Invest is the best', 'Just drop your cryptocurrency into the Flirt Invest platform and get passive income!', 'Guys, why trade if you can invest in Flirt Invest or stake your own coins?']"
